X.ID,MIG_STAT,X.STATEID,X.DISTID,X.PSUID,X.HHID,X.HHSPLITID,X.NHNR,X.NR0,X.NR2,X.NR6,X.NR7,X.NR8,X.NR9,X.NR10,X.NR11,X.NR12,X.NR13A,X.NR13B,NNR,NR0,NR2,NR6,NR7,NR8,NR9,NR10,NR11,NR12,NR13A,NR13B
"23,4,2,110,1",2,(23) Madhya Pradesh 23,4,2,110,1,,,,,,,,,,,,,1,50,1,50,1,1,1,8,(097) Loaders 97,2,60000,NA
"23,5,1,11,1",2,(23) Madhya Pradesh 23,5,1,11,1,,,,,,,,,,,,,2,50,8,19,1,2,3,0,(040) Shopkeepers 40,2,10000,NA
"23,5,1,33,1",2,(23) Madhya Pradesh 23,5,1,33,1,,,,,,,,,,,,,1,50,3,45,1,1,3,8,(109) No occupation X9,4,NA,NA
"23,5,1,81,2",2,(23) Madhya Pradesh 23,5,1,81,2,,,,,,,,,,,,,1,50,1,45,1,1,2,5,(057) Police 57,2,30000,NA
"23,5,1,111,1",2,(23) Madhya Pradesh 23,5,1,111,1,,,,,,,,,,,,,3,50,1,49,1,2,4,5,(040) Shopkeepers 40,2,12000,NA
"23,5,1,111,1",2,(23) Madhya Pradesh 23,5,1,111,1,,,,,,,,,,,,,3,51,2,27,1,2,4,8,(040) Shopkeepers 40,2,12000,NA
"23,5,1,141,1",2,(23) Madhya Pradesh 23,5,1,141,1,,,,,,,,,,,,,2,50,5,26,1,2,3,7,(050) Hotel/restaurant 50,2,10000,NA
"23,5,1,181,1",2,(23) Madhya Pradesh 23,5,1,181,1,,,,,,,,,,,,,1,50,7,32,1,1,3,8,(062) Other farmers 62,4,NA,NA
"23,5,2,21,1",2,(23) Madhya Pradesh 23,5,2,21,1,,,,,,,,,,,,,2,50,3,28,1,2,3,9,(095) Construction 95,2,12000,NA
"23,5,2,23,1",2,(23) Madhya Pradesh 23,5,2,23,1,,,,,,,,,,,,,1,50,1,33,1,1,3,9,(099) Labour nec 99,2,10000,NA
"23,5,2,121,2",2,(23) Madhya Pradesh 23,5,2,121,2,,,,,,,,,,,,,1,50,1,54,1,1,1,15,(057) Police 57,2,60000,NA
"23,5,2,151,1",2,(23) Madhya Pradesh 23,5,2,151,1,,,,,,,,,,,,,2,50,11,24,1,1,2,15,(112) Student/ too young BB,1,NA,1.00E+05
"23,5,2,241,1",2,(23) Madhya Pradesh 23,5,2,241,1,,,,,,,,,,,,,2,50,1,55,1,1,3,5,(057) Police 57,2,36000,NA
"23,5,2,241,1",2,(23) Madhya Pradesh 23,5,2,241,1,,,,,,,,,,,,,2,51,2,26,1,1,3,7,(057) Police 57,2,30000,NA
"23,5,2,312,1",2,(23) Madhya Pradesh 23,5,2,312,1,,,,,,,,,,,,,1,50,1,33,1,2,1,0,(040) Shopkeepers 40,2,36000,NA
"23,5,3,91,1",2,(23) Madhya Pradesh 23,5,3,91,1,,,,,,,,,,,,,3,50,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23,5,3,131,1",2,(23) Madhya Pradesh 23,5,3,131,1,,,,,,,,,,,,,1,50,1,58,1,1,3,8,(038) Mail distributors 38,2,75000,NA
"23,5,4,11,1",2,(23) Madhya Pradesh 23,5,4,11,1,,,,,,,,,,,,,1,50,2,35,1,2,2,5,"(043) Sales, shop 43",4,NA,NA
"23,5,4,22,1",2,(23) Madhya Pradesh 23,5,4,22,1,,,,,,,,,,,,,3,50,4,50,1,2,3,0,(097) Loaders 97,2,40000,NA
"23,5,4,121,1",2,(23) Madhya Pradesh 23,5,4,121,1,,,,,,,,,,,,,3,50,2,25,1,2,4,10,(040) Shopkeepers 40,2,30000,NA
"23,5,5,92,2",2,(23) Madhya Pradesh 23,5,5,92,2,,,,,,,,,,,,,1,50,1,38,1,1,1,5,(084) Assemblers 84,2,50000,NA
"23,5,6,10,1",2,(23) Madhya Pradesh 23,5,6,10,1,,,,,,,,,,,,,1,50,4,22,1,1,3,5,(099) Labour nec 99,2,5000,NA
"23,5,6,30,1",2,(23) Madhya Pradesh 23,5,6,30,1,,,,,,,,,,,,,1,50,7,70,1,1,1,0,(099) Labour nec 99,4,NA,NA
"23,5,6,140,1",2,(23) Madhya Pradesh 23,5,6,140,1,,,,,,,,,,,,,4,50,6,20,1,1,3,9,(052) Cooks/waiters 52,2,20000,NA
"23,5,6,140,1",2,(23) Madhya Pradesh 23,5,6,140,1,,,,,,,,,,,,,4,51,4,75,1,2,3,0,(063) Ag labour 63,4,NA,NA
"23,5,6,160,1",2,(23) Madhya Pradesh 23,5,6,160,1,,,,,,,,,,,,,1,50,14,26,1,1,1,0,(098) Drivers 98,2,45000,NA
"23,5,7,120,1",2,(23) Madhya Pradesh 23,5,7,120,1,,,,,,,,,,,,,1,50,2,26,1,1,3,9,(095) Construction 95,2,20000,NA
"23,8,1,92,1",2,(23) Madhya Pradesh 23,8,1,92,1,,,,,,,,,,,,,1,50,4,25,1,2,4,10,(099) Labour nec 99,4,NA,NA
"23,8,2,31,1",2,(23) Madhya Pradesh 23,8,2,31,1,,,,,,,,,,,,,1,50,3,23,1,1,3,15,(112) Student/ too young BB,1,NA,30000
"23,8,2,72,1",2,(23) Madhya Pradesh 23,8,2,72,1,,,,,,,,,,,,,1,50,3,23,1,2,3,9,(095) Construction 95,2,15000,NA
"23,8,2,161,1",2,(23) Madhya Pradesh 23,8,2,161,1,,,,,,,,,,,,,8,51,6,30,1,1,2,10,(031) Village officials 31,2,2.00E+05,NA
"23,8,2,231,1",2,(23) Madhya Pradesh 23,8,2,231,1,,,,,,,,,,,,,2,50,1,45,1,2,3,0,(099) Labour nec 99,2,25000,NA
"23,8,3,61,1",2,(23) Madhya Pradesh 23,8,3,61,1,,,,,,,,,,,,,1,50,3,28,1,2,3,7,(099) Labour nec 99,2,7000,NA
"23,8,3,91,1",2,(23) Madhya Pradesh 23,8,3,91,1,,,,,,,,,,,,,1,50,3,32,1,2,3,11,(099) Labour nec 99,2,36000,NA
"23,8,3,122,1",2,(23) Madhya Pradesh 23,8,3,122,1,,,,,,,,,,,,,4,50,3,35,1,2,NA,10,(099) Labour nec 99,2,15000,NA
"23,8,3,161,1",2,(23) Madhya Pradesh 23,8,3,161,1,,,,,,,,,,,,,2,50,3,26,1,2,4,8,(099) Labour nec 99,2,15000,NA
"23,8,3,161,2",2,(23) Madhya Pradesh 23,8,3,161,2,,,,,,,,,,,,,2,50,1,35,1,2,4,8,(095) Construction 95,2,24000,NA
"23,8,5,160,1",2,(23) Madhya Pradesh 23,8,5,160,1,,,,,,,,,,,,,1,50,1,38,1,2,4,0,(099) Labour nec 99,2,36000,NA
"23,8,6,10,1",2,(23) Madhya Pradesh 23,8,6,10,1,,,,,,,,,,,,,1,50,9,51,1,2,3,11,(095) Construction 95,2,10000,NA
"23,8,6,60,1",2,(23) Madhya Pradesh 23,8,6,60,1,,,,,,,,,,,,,1,50,1,45,1,2,2,0,(095) Construction 95,2,12000,NA
"23,8,6,90,1",2,(23) Madhya Pradesh 23,8,6,90,1,,,,,,,,,,,,,2,50,4,38,1,2,4,5,(098) Drivers 98,2,5000,NA
"23,8,6,130,1",2,(23) Madhya Pradesh 23,8,6,130,1,,,,,,,,,,,,,2,50,1,48,1,1,2,11,(065) Other farm 65,2,72000,NA
"23,8,6,130,1",2,(23) Madhya Pradesh 23,8,6,130,1,,,,,,,,,,,,,2,51,3,21,1,2,1,8,(096) Boilermen 96,2,10000,NA
"23,8,6,200,1",2,(23) Madhya Pradesh 23,8,6,200,1,,,,,,,,,,,,,1,50,1,55,1,1,3,7,(098) Drivers 98,2,120000,NA
"23,8,7,20,1",2,(23) Madhya Pradesh 23,8,7,20,1,,,,,,,,,,,,,1,50,1,42,1,2,4,10,(095) Construction 95,2,16000,NA
"23,8,7,30,1",2,(23) Madhya Pradesh 23,8,7,30,1,,,,,,,,,,,,,4,50,1,56,1,2,4,11,(099) Labour nec 99,2,15000,NA
"23,8,7,90,1",2,(23) Madhya Pradesh 23,8,7,90,1,,,,,,,,,,,,,2,50,3,28,1,2,4,0,(095) Construction 95,2,21000,NA
"23,8,7,150,1",2,(23) Madhya Pradesh 23,8,7,150,1,,,,,,,,,,,,,1,50,2,27,1,2,3,6,(095) Construction 95,2,24000,NA
"23,8,7,160,1",2,(23) Madhya Pradesh 23,8,7,160,1,,,,,,,,,,,,,1,50,6,48,1,NA,NA,NA,(109) No occupation X9,4,NA,NA
"23,9,1,121,1",2,(23) Madhya Pradesh 23,9,1,121,1,,,,,,,,,,,,,3,50,7,20,1,2,4,8,(095) Construction 95,2,10000,NA
"23,9,3,151,1",2,(23) Madhya Pradesh 23,9,3,151,1,,,,,,,,,,,,,2,50,1,55,1,1,2,0,(065) Other farm 65,2,12000,NA
"23,9,3,151,1",2,(23) Madhya Pradesh 23,9,3,151,1,,,,,,,,,,,,,2,51,2,25,1,1,2,4,(065) Other farm 65,2,12000,NA
"23,9,4,41,1",2,(23) Madhya Pradesh 23,9,4,41,1,,,,,,,,,,,,,1,50,3,22,1,2,4,5,(099) Labour nec 99,2,12000,NA
"23,9,4,92,1",2,(23) Madhya Pradesh 23,9,4,92,1,,,,,,,,,,,,,1,50,1,48,1,2,4,5,(095) Construction 95,2,25000,NA
"23,9,4,131,1",2,(23) Madhya Pradesh 23,9,4,131,1,,,,,,,,,,,,,1,50,4,28,1,2,4,6,(099) Labour nec 99,2,20000,NA
"23,9,4,141,1",2,(23) Madhya Pradesh 23,9,4,141,1,,,,,,,,,,,,,2,50,1,62,1,2,3,0,(099) Labour nec 99,2,18000,NA
"23,9,4,141,1",2,(23) Madhya Pradesh 23,9,4,141,1,,,,,,,,,,,,,2,51,2,28,1,2,3,7,(099) Labour nec 99,2,11000,NA
"23,9,5,10,1",2,(23) Madhya Pradesh 23,9,5,10,1,,,,,,,,,,,,,4,50,1,45,1,2,4,4,(095) Construction 95,2,22000,NA
"23,9,5,90,1",2,(23) Madhya Pradesh 23,9,5,90,1,,,,,,,,,,,,,2,50,1,37,1,2,4,0,(095) Construction 95,2,24000,NA
"23,9,5,100,1",2,(23) Madhya Pradesh 23,9,5,100,1,,,,,,,,,,,,,2,50,1,65,1,2,3,2,(095) Construction 95,4,NA,NA
"23,9,5,150,1",2,(23) Madhya Pradesh 23,9,5,150,1,,,,,,,,,,,,,2,50,2,35,1,2,4,8,(095) Construction 95,2,24000,NA
"23,9,5,190,1",2,(23) Madhya Pradesh 23,9,5,190,1,,,,,,,,,,,,,2,50,1,52,1,2,4,0,(099) Labour nec 99,2,24000,NA
"23,10,1,101,2",2,(23) Madhya Pradesh 23,10,1,101,2,,,,,,,,,,,,,1,50,1,39,1,2,3,4,(099) Labour nec 99,2,25000,NA
"23,10,1,104,1",2,(23) Madhya Pradesh 23,10,1,104,1,,,,,,,,,,,,,2,50,1,45,1,2,3,0,(099) Labour nec 99,2,25000,NA
"23,10,1,111,1",2,(23) Madhya Pradesh 23,10,1,111,1,,,,,,,,,,,,,2,50,4,30,1,2,4,9,(099) Labour nec 99,4,NA,NA
"23,10,4,11,1",2,(23) Madhya Pradesh 23,10,4,11,1,,,,,,,,,,,,,1,50,3,24,1,2,4,7,(084) Assemblers 84,2,20000,NA
"23,10,6,130,1",2,(23) Madhya Pradesh 23,10,6,130,1,,,,,,,,,,,,,3,50,1,42,1,2,3,10,(057) Police 57,2,24000,NA
"23,10,7,40,1",2,(23) Madhya Pradesh 23,10,7,40,1,,,,,,,,,,,,,1,50,1,38,1,2,4,7,(095) Construction 95,2,30000,NA
"23,10,7,130,1",2,(23) Madhya Pradesh 23,10,7,130,1,,,,,,,,,,,,,2,50,1,37,1,2,1,9,(095) Construction 95,2,36000,NA
"23,10,7,200,1",2,(23) Madhya Pradesh 23,10,7,200,1,,,,,,,,,,,,,3,50,1,21,1,1,2,12,(112) Student/ too young BB,1,NA,12000
"23,12,1,61,1",2,(23) Madhya Pradesh 23,12,1,61,1,,,,,,,,,,,,,3,50,1,35,1,2,4,9,(099) Labour nec 99,2,10000,NA
"23,12,3,31,1",2,(23) Madhya Pradesh 23,12,3,31,1,,,,,,,,,,,,,1,50,2,40,1,1,3,12,(097) Loaders 97,2,12000,NA
"23,12,3,51,1",2,(23) Madhya Pradesh 23,12,3,51,1,,,,,,,,,,,,,1,50,6,30,1,1,1,2,(098) Drivers 98,2,6000,NA
"23,12,4,81,1",2,(23) Madhya Pradesh 23,12,4,81,1,,,,,,,,,,,,,1,50,2,38,1,1,3,7,(054) Sweepers 54,2,10000,NA
"23,12,5,111,1",2,(23) Madhya Pradesh 23,12,5,111,1,,,,,,,,,,,,,1,NA,3,26,1,1,2,9,(095) Construction 95,4,NA,NA
"23,12,6,60,1",2,(23) Madhya Pradesh 23,12,6,60,1,,,,,,,,,,,,,1,50,3,28,1,2,4,5,(095) Construction 95,2,6000,NA
"23,12,9,51,2",2,(23) Madhya Pradesh 23,12,9,51,2,,,,,,,,,,,,,1,50,1,25,1,1,3,8,(098) Drivers 98,2,4000,NA
"23,12,9,81,1",2,(23) Madhya Pradesh 23,12,9,81,1,,,,,,,,,,,,,3,50,6,22,1,1,1,8,(095) Construction 95,4,NA,NA
"23,13,2,22,1",2,(23) Madhya Pradesh 23,13,2,22,1,,,,,,,,,,,,,1,50,3,27,1,2,1,5,(099) Labour nec 99,2,20000,NA
"23,13,2,31,1",2,(23) Madhya Pradesh 23,13,2,31,1,,,,,,,,,,,,,1,50,1,32,1,2,3,8,(083) Machine tool op 83,2,30000,NA
"23,13,2,101,1",2,(23) Madhya Pradesh 23,13,2,101,1,,,,,,,,,,,,,1,50,7,23,1,1,2,10,(062) Other farmers 62,4,NA,NA
"23,13,2,171,1",2,(23) Madhya Pradesh 23,13,2,171,1,,,,,,,,,,,,,1,50,3,22,1,1,2,8,(099) Labour nec 99,4,NA,NA
"23,13,3,72,1",2,(23) Madhya Pradesh 23,13,3,72,1,,,,,,,,,,,,,2,50,1,40,1,2,1,8,(095) Construction 95,2,30000,NA
"23,13,4,31,1",2,(23) Madhya Pradesh 23,13,4,31,1,,,,,,,,,,,,,1,50,3,26,1,1,3,5,(057) Police 57,2,30000,NA
"23,13,4,41,1",2,(23) Madhya Pradesh 23,13,4,41,1,,,,,,,,,,,,,1,50,3,22,1,2,3,5,(099) Labour nec 99,2,12000,NA
"23,13,6,70,1",2,(23) Madhya Pradesh 23,13,6,70,1,,,,,,,,,,,,,1,50,3,23,1,2,3,12,(030) Clerical supe 30,4,NA,NA
"23,13,6,160,1",2,(23) Madhya Pradesh 23,13,6,160,1,,,,,,,,,,,,,1,50,3,24,1,2,3,5,(095) Construction 95,2,15000,NA
"23,13,7,20,1",2,(23) Madhya Pradesh 23,13,7,20,1,,,,,,,,,,,,,1,50,3,22,1,1,2,5,(095) Construction 95,4,NA,NA
"23,13,7,170,1",2,(23) Madhya Pradesh 23,13,7,170,1,,,,,,,,,,,,,1,50,1,48,1,2,3,0,(095) Construction 95,2,40000,NA
"23,15,2,30,1",2,(23) Madhya Pradesh 23,15,2,30,1,,,,,,,,,,,,,1,NA,1,47,1,1,1,8,(096) Boilermen 96,3,22000,10000
"23,15,2,190,1",2,(23) Madhya Pradesh 23,15,2,190,1,,,,,,,,,,,,,1,50,1,52,1,1,1,15,(015) Teachers 15,2,80000,NA
"23,16,1,51,2",2,(23) Madhya Pradesh 23,16,1,51,2,,,,,,,,,,,,,1,50,2,34,1,2,3,12,(056) Barbers 56,2,48000,NA
"23,16,4,131,1",2,(23) Madhya Pradesh 23,16,4,131,1,,,,,,,,,,,,,1,50,1,50,1,1,1,15,(015) Teachers 15,4,NA,NA
"23,16,6,10,1",2,(23) Madhya Pradesh 23,16,6,10,1,,,,,,,,,,,,,1,50,1,56,1,1,2,6,(109) No occupation X9,2,84000,NA
"23,16,7,10,1",2,(23) Madhya Pradesh 23,16,7,10,1,,,,,,,,,,,,,3,50,5,35,1,2,2,10,(034) Computing op 34,2,120000,NA
"23,16,8,20,1",2,(23) Madhya Pradesh 23,16,8,20,1,,,,,,,,,,,,,3,50,2,30,1,1,3,7,(098) Drivers 98,2,30000,NA
"23,16,8,130,1",2,(23) Madhya Pradesh 23,16,8,130,1,,,,,,,,,,,,,1,50,1,42,1,2,3,5,(098) Drivers 98,2,30000,NA
"23,17,3,23,1",2,(23) Madhya Pradesh 23,17,3,23,1,,,,,,,,,,,,,1,50,3,28,1,1,2,9,(095) Construction 95,1,NA,20000
"23,17,6,40,1",2,(23) Madhya Pradesh 23,17,6,40,1,,,,,,,,,,,,,1,50,7,20,1,2,3,8,(095) Construction 95,2,16000,NA
"23,17,6,180,1",2,(23) Madhya Pradesh 23,17,6,180,1,,,,,,,,,,,,,1,50,8,22,1,1,3,5,(099) Labour nec 99,2,10000,NA
"23,17,7,20,1",2,(23) Madhya Pradesh 23,17,7,20,1,,,,,,,,,,,,,2,50,1,45,1,2,3,0,(090) Rubber/plastic 90,2,70000,NA
"23,17,7,30,1",2,(23) Madhya Pradesh 23,17,7,30,1,,,,,,,,,,,,,4,50,1,42,1,1,3,11,(035) Clerical nec 35,2,70000,NA
"23,17,7,70,2",2,(23) Madhya Pradesh 23,17,7,70,2,,,,,,,,,,,,,1,50,1,26,1,2,3,9,(090) Rubber/plastic 90,2,36000,NA
"23,17,7,90,1",2,(23) Madhya Pradesh 23,17,7,90,1,,,,,,,,,,,,,2,50,2,19,1,2,4,5,(072) Metal workers 72,2,30000,NA
"23,17,7,100,1",2,(23) Madhya Pradesh 23,17,7,100,1,,,,,,,,,,,,,2,50,1,40,1,1,3,10,(035) Clerical nec 35,2,60000,NA
"23,17,7,160,1",2,(23) Madhya Pradesh 23,17,7,160,1,,,,,,,,,,,,,1,50,1,28,1,1,3,8,(099) Labour nec 99,2,60000,NA
"23,20,1,81,2",2,(23) Madhya Pradesh 23,20,1,81,2,,,,,,,,,,,,,2,50,6,35,4,1,2,0,(061) Cultivators 61,4,NA,NA
"23,20,1,81,2",2,(23) Madhya Pradesh 23,20,1,81,2,,,,,,,,,,,,,2,51,5,15,5,1,2,0,(040) Shopkeepers 40,4,NA,NA
"23,20,2,21,1",2,(23) Madhya Pradesh 23,20,2,21,1,,,,,,,,,,,,,1,50,3,20,4,1,2,14,(063) Ag labour 63,4,NA,NA
"23,20,3,51,1",2,(23) Madhya Pradesh 23,20,3,51,1,,,,,,,,,,,,,2,50,4,19,1,2,2,5,(099) Labour nec 99,2,8000,NA
"23,20,3,161,1",2,(23) Madhya Pradesh 23,20,3,161,1,,,,,,,,,,,,,1,50,1,51,1,2,2,0,(095) Construction 95,1,NA,3000
"23,20,3,251,1",2,(23) Madhya Pradesh 23,20,3,251,1,,,,,,,,,,,,,1,50,3,17,5,2,2,5,(063) Ag labour 63,4,NA,NA
"23,20,4,151,1",2,(23) Madhya Pradesh 23,20,4,151,1,,,,,,,,,,,,,2,50,3,22,5,1,1,10,(003) Eng. tech 3,4,NA,NA
"23,20,4,251,1",2,(23) Madhya Pradesh 23,20,4,251,1,,,,,,,,,,,,,1,50,2,31,1,1,3,15,(035) Clerical nec 35,3,24000,2000
"23,20,6,130,1",2,(23) Madhya Pradesh 23,20,6,130,1,,,,,,,,,,,,,1,50,7,24,1,1,3,15,(112) Student/ too young BB,1,NA,16000
"23,20,6,160,1",2,(23) Madhya Pradesh 23,20,6,160,1,,,,,,,,,,,,,3,50,5,22,1,1,3,15,(112) Student/ too young BB,1,NA,20000
"23,21,1,11,1",2,(23) Madhya Pradesh 23,21,1,11,1,,,,,,,,,,,,,1,50,3,23,1,2,2,0,(099) Labour nec 99,4,NA,NA
"23,21,1,41,1",2,(23) Madhya Pradesh 23,21,1,41,1,,,,,,,,,,,,,1,50,7,23,1,1,3,9,(099) Labour nec 99,2,30000,NA
"23,21,2,21,1",2,(23) Madhya Pradesh 23,21,2,21,1,,,,,,,,,,,,,2,51,3,21,5,1,2,8,(061) Cultivators 61,4,NA,NA
"23,21,2,61,1",2,(23) Madhya Pradesh 23,21,2,61,1,,,,,,,,,,,,,1,50,3,22,5,1,2,12,(112) Student/ too young BB,4,NA,NA
"23,21,4,51,2",2,(23) Madhya Pradesh 23,21,4,51,2,,,,,,,,,,,,,2,50,9,39,4,1,2,0,(114) Disabled DD,4,NA,NA
"23,21,5,21,2",2,(23) Madhya Pradesh 23,21,5,21,2,,,,,,,,,,,,,2,50,4,45,4,1,2,0,(062) Other farmers 62,4,NA,NA
"23,21,5,51,1",2,(23) Madhya Pradesh 23,21,5,51,1,,,,,,,,,,,,,1,50,3,35,1,1,2,5,(099) Labour nec 99,2,12000,NA
"23,21,5,71,1",2,(23) Madhya Pradesh 23,21,5,71,1,,,,,,,,,,,,,1,50,2,15,1,1,2,9,(112) Student/ too young BB,4,NA,NA
"23,21,6,70,2",2,(23) Madhya Pradesh 23,21,6,70,2,,,,,,,,,,,,,1,50,2,39,1,1,1,0,(099) Labour nec 99,4,NA,NA
"23,21,6,190,1",2,(23) Madhya Pradesh 23,21,6,190,1,,,,,,,,,,,,,1,50,2,34,1,1,3,5,(097) Loaders 97,2,48000,NA
"23,21,7,30,1",2,(23) Madhya Pradesh 23,21,7,30,1,,,,,,,,,,,,,1,50,4,33,4,1,2,8,(098) Drivers 98,4,NA,NA
"23,21,8,10,2",2,(23) Madhya Pradesh 23,21,8,10,2,,,,,,,,,,,,,1,50,1,72,1,1,1,5,(113) Retired/ too old CC,NA,NA,NA
"23,21,8,90,2",2,(23) Madhya Pradesh 23,21,8,90,2,,,,,,,,,,,,,1,50,1,38,1,1,3,8,(098) Drivers 98,2,1.00E+05,NA
"23,21,9,80,1",2,(23) Madhya Pradesh 23,21,9,80,1,,,,,,,,,,,,,1,50,1,37,1,1,3,10,(019) Professional nec 19,2,36000,NA
"23,22,2,10,3",2,(23) Madhya Pradesh 23,22,2,10,3,,,,,,,,,,,,,2,50,1,45,4,1,3,6,(040) Shopkeepers 40,2,1800,NA
"23,22,2,80,1",2,(23) Madhya Pradesh 23,22,2,80,1,,,,,,,,,,,,,1,50,6,56,1,1,2,0,(063) Ag labour 63,3,6000,4000
"23,22,3,120,1",2,(23) Madhya Pradesh 23,22,3,120,1,,,,,,,,,,,,,1,50,1,60,1,1,3,15,(098) Drivers 98,2,20000,NA
"23,23,1,131,1",2,(23) Madhya Pradesh 23,23,1,131,1,,,,,,,,,,,,,2,50,3,27,1,1,3,9,(098) Drivers 98,3,30000,6000
"23,23,2,131,1",2,(23) Madhya Pradesh 23,23,2,131,1,,,,,,,,,,,,,1,50,2,27,1,1,2,0,(099) Labour nec 99,4,NA,NA
"23,23,2,161,2",2,(23) Madhya Pradesh 23,23,2,161,2,,,,,,,,,,,,,2,50,3,22,1,1,3,15,(112) Student/ too young BB,1,NA,20000
"23,23,2,191,2",2,(23) Madhya Pradesh 23,23,2,191,2,,,,,,,,,,,,,1,50,7,36,1,1,2,5,(061) Cultivators 61,4,NA,NA
"23,23,3,24,1",2,(23) Madhya Pradesh 23,23,3,24,1,,,,,,,,,,,,,2,50,5,23,1,1,3,7,(098) Drivers 98,2,12000,NA
"23,23,3,27,1",2,(23) Madhya Pradesh 23,23,3,27,1,,,,,,,,,,,,,2,50,3,22,1,1,1,9,(098) Drivers 98,2,36000,NA
"23,23,3,27,1",2,(23) Madhya Pradesh 23,23,3,27,1,,,,,,,,,,,,,2,51,4,20,5,1,2,13,(112) Student/ too young BB,4,NA,NA
"23,23,3,61,1",2,(23) Madhya Pradesh 23,23,3,61,1,,,,,,,,,,,,,1,50,9,24,1,1,3,12,(045) Money lenders 45,3,4000,5000
"23,23,3,101,1",2,(23) Madhya Pradesh 23,23,3,101,1,,,,,,,,,,,,,1,50,3,40,1,1,3,5,(084) Assemblers 84,2,20000,NA
"23,23,3,151,2",2,(23) Madhya Pradesh 23,23,3,151,2,,,,,,,,,,,,,3,50,3,21,5,1,2,13,(112) Student/ too young BB,4,NA,NA
"23,23,3,151,2",2,(23) Madhya Pradesh 23,23,3,151,2,,,,,,,,,,,,,3,51,4,19,5,1,2,0,(061) Cultivators 61,4,NA,NA
"23,23,3,151,2",2,(23) Madhya Pradesh 23,23,3,151,2,,,,,,,,,,,,,3,52,5,18,5,1,2,0,(061) Cultivators 61,4,NA,NA
"23,23,4,113,1",2,(23) Madhya Pradesh 23,23,4,113,1,,,,,,,,,,,,,1,50,1,45,1,1,2,0,(061) Cultivators 61,2,25000,NA
"23,23,4,141,1",2,(23) Madhya Pradesh 23,23,4,141,1,,,,,,,,,,,,,2,51,2,33,1,1,2,8,(034) Computing op 34,2,20000,NA
"23,23,4,171,1",2,(23) Madhya Pradesh 23,23,4,171,1,,,,,,,,,,,,,2,50,3,26,1,1,2,16,(015) Teachers 15,4,NA,NA
"23,23,4,171,2",2,(23) Madhya Pradesh 23,23,4,171,2,,,,,,,,,,,,,2,50,1,37,1,1,2,8,(098) Drivers 98,2,24000,NA
"23,23,4,181,1",2,(23) Madhya Pradesh 23,23,4,181,1,,,,,,,,,,,,,3,50,3,26,1,1,2,7,(063) Ag labour 63,2,15000,NA
"23,23,4,181,1",2,(23) Madhya Pradesh 23,23,4,181,1,,,,,,,,,,,,,3,52,6,20,1,1,2,8,(063) Ag labour 63,2,16000,NA
"23,23,4,191,1",2,(23) Madhya Pradesh 23,23,4,191,1,,,,,,,,,,,,,4,50,3,22,1,1,3,9,(099) Labour nec 99,2,12000,NA
"23,23,4,191,1",2,(23) Madhya Pradesh 23,23,4,191,1,,,,,,,,,,,,,4,51,5,75,1,1,1,4,(061) Cultivators 61,4,NA,NA
"23,23,5,21,1",2,(23) Madhya Pradesh 23,23,5,21,1,,,,,,,,,,,,,1,50,4,22,1,1,3,12,(112) Student/ too young BB,1,NA,12000
"23,23,5,111,1",2,(23) Madhya Pradesh 23,23,5,111,1,,,,,,,,,,,,,1,50,3,23,4,1,1,5,(095) Construction 95,4,NA,NA
"23,23,5,131,1",2,(23) Madhya Pradesh 23,23,5,131,1,,,,,,,,,,,,,4,NA,6,17,5,1,2,10,(112) Student/ too young BB,4,NA,NA
"23,23,5,132,1",2,(23) Madhya Pradesh 23,23,5,132,1,,,,,,,,,,,,,2,50,3,18,5,1,2,9,(112) Student/ too young BB,4,NA,NA
"23,23,5,133,1",2,(23) Madhya Pradesh 23,23,5,133,1,,,,,,,,,,,,,2,50,3,18,5,1,2,10,(112) Student/ too young BB,4,NA,NA
"23,23,6,41,1",2,(23) Madhya Pradesh 23,23,6,41,1,,,,,,,,,,,,,2,50,4,20,4,1,2,6,(063) Ag labour 63,4,NA,NA
"23,23,7,80,1",2,(23) Madhya Pradesh 23,23,7,80,1,,,,,,,,,,,,,2,50,5,20,1,1,2,10,(112) Student/ too young BB,4,NA,NA
"23,23,7,120,1",2,(23) Madhya Pradesh 23,23,7,120,1,,,,,,,,,,,,,2,50,1,56,1,1,3,0,(099) Labour nec 99,4,NA,NA
"23,23,8,170,1",2,(23) Madhya Pradesh 23,23,8,170,1,,,,,,,,,,,,,1,50,7,85,1,1,1,0,(114) Disabled DD,4,NA,NA
"23,23,8,180,1",2,(23) Madhya Pradesh 23,23,8,180,1,,,,,,,,,,,,,1,50,3,20,5,1,2,10,(062) Other farmers 62,4,NA,NA
"23,25,6,110,1",2,(23) Madhya Pradesh 23,25,6,110,1,,,,,,,,,,,,,3,50,1,55,4,1,2,0,(099) Labour nec 99,4,NA,NA
"23,25,6,180,1",2,(23) Madhya Pradesh 23,25,6,180,1,,,,,,,,,,,,,1,50,3,45,3,1,1,0,(111) Housewife AA,4,NA,NA
"23,25,8,50,1",2,(23) Madhya Pradesh 23,25,8,50,1,,,,,,,,,,,,,2,50,2,21,5,2,2,15,(012) Accountants 12,4,NA,NA
"23,25,8,80,1",2,(23) Madhya Pradesh 23,25,8,80,1,,,,,,,,,,,,,1,50,2,36,1,1,3,5,(098) Drivers 98,2,20000,NA
